Abhish;title$ffworkbench$framework$defaultMainframeTitle;Workbench FORCAM FORCE™
1;lbl$ffworkbench$cfgName$CompBoxAssigActStepUICfgSAPObjQueryCfgTargetFunc;Ziel-Funktionsbaustein
1;lbl$ffworkbench$cfgName$CompBoxAssigActStepUICfgSAPObjQueryCfgTargetStructure;Zielstruktur
1;lbl$ffworkbench$cfgDocumentation$CompBoxAssigActStepUICfgSAPObjQueryCfgTargetStructure;Adressierte Zielstruktur im SAP ohne den Suffix "<code>_REQUEST</code>". Bspl: <i >KOMPBOX_REQUEST</i>
1;lbl$ffworkbench$cfgName$CompBoxAssigActStepUICfgSAPObjQueryCfgTrgtObjIdent;Abfrage Objekte
1;lbl$ffworkbench$cfgName$CompBoxAssigActStepUICfgSAPObjQueryCfgTrgtObjIdSAPObjIdentif;Objekt
1;lbl$ffworkbench$cfgName$CompBoxAssigActStepUICfgSAPObjQueryCfgTrgtObjIdSAPObjIdAtt;Attribute des Objekts
1;lbl$ffworkbench$cfgName$CompBoxAssigActStepUICfgSAPObjQueryCfgTrgtObjIdSAPObjAtt;Attribut
1;lbl$ffworkbench$cfgName$CompBoxAssigActStepUICfgSAPObjQueryCfgTrgtObjIdSAPObjAttKey;Schlüssel
1;lbl$ffworkbench$cfgName$CompBoxAssigActStepUICfgSAPObjQueryCfgTrgtObjIdSAPObjAttValue;Wert
1;lbl$ffworkbench$cfgName$CompBoxAssigActStepUICfgSAPObjQueryCfgResponseStructure;Antwortstruktur
1;lbl$ffworkbench$cfgDocumentation$CompBoxAssigActStepUICfgSAPObjQueryCfgResponseStructure;Erwartete Antwortstruktur aus SAP ohne den Suffix "<code>_RESPONSE</code>". Bspl: <i >KOMPBOX_RESPONSE</i>
1;lbl$ffworkbench$cfgName$CompBoxAssigActStepUICfgSAPObjQueryCfgResponseAttributeKeys;Antwort Attribute-Keys
1;lbl$ffworkbench$cfgName$CompBoxAssigActStepUICfgCharCount;Mindestlänge einer gültigen Komponentenboxnummer
1;lbl$ffworkbench$cfgDocumentation$CompBoxAssigActStepUICfgCharCount;Wenn es keine Mindestlänge geben soll, muss der Wert auf "0" gesetzt werden!
1;lbl$ffworkbench$cfgName$CompBoxAssigActStepUICfgForemanCharCount;Mindestlänge einer gültigen Personalnummer
1;lbl$ffworkbench$cfgDocumentation$CompBoxAssigActStepUICfgForemanCharCount;Wenn es keine Mindestlänge geben soll, muss der Wert auf "0" gesetzt werden!
1;lbl$ffworkbench$cfgName$CompBoxAssigActStepUICfgDemoTestMode;Modus für Demos und Test
1;lbl$ffworkbench$cfgName$CompBoxAssigActStepUICfgCompBoxQtyFactore;Abweichungsfaktor der Komponentenbox-Menge
1;lbl$ffworkbench$cfgDocumentation$CompBoxAssigActStepUICfgCompBoxQtyFactore;Faktor für die Eingabe der Komponentenbox-Menge, um die die eingegebene Menge von der Original-Menge abweichen darf.
1;lbl$ffworkbench$cfgName$RunSystemCommandActStepUICfgSystemCommands;Kommandos auf Betriebssystem-Ebene
1;lbl$ffworkbench$cfgName$RunSystemCommandActStepUICfgEnvVariables;Umgebungsvariablen
1;lbl$ffworkbench$cfgName$RunSystemCommandActStepUICfgDir;Zielordner
1;lbl$ffworkbench$cfgName$SapTranstVoucherActStepUICfgBoxLabelLiteralKey;Boxnummer
1;lbl$ffworkbench$cfgName$SapTranstVoucherActStepUICfgQuantityLabelLiteralKey;Mengenfeld
1;lbl$ffworkbench$cfgName$SapTranstVoucherActStepUICfgDmcLabelLiteralKey;DMC
1;lbl$ffworkbench$cfgName$SapTranstVoucherActStepUICfgSapLabelLiteralKey;SAP Belege
1;lbl$ffworkbench$cfgName$SapTranstVoucherActStepUICfgProcessSignalEntityID;EntityID des Processsignal für DMC
1;lbl$ffworkbench$cfgName$SapTranstVoucherActStepUICfgProcessSignalValueID;ValueID des Processsignal für DMC
1;lbl$ffworkbench$cfgName$SapTranstVoucherActStepUICfgBoxErrorLiteralKey;Fehlermeldung, wenn Box nicht gefunden
1;lbl$ffworkbench$cfgName$ResetCarrierQtyActStepUICfgCheckQtyForAutomatic;Mengenprüfung der zugewiesenen Komponentenboxen für automatischen Aufruf
1;lbl$ffworkbench$cfgName$SingleInToParamMapActStepUICfgLabelLiteralKey;Eingabefeld
1;lbl$ffworkbench$cfgName$SingleInToParamMapActStepUICfgSQLValidationCommand;SQL-Befehl zum Validieren der Eingabe
1;lbl$ffworkbench$cfgName$TracDataColActStepUICfgCfgEntries;Konfiguration der Tracing Kontexte
1;lbl$ffworkbench$cfgName$TracDataColActStepUICfgTracDTOCfgEStatic;Statischer Tracing Kontext (AVO, Auftrag)
1;lbl$ffworkbench$cfgComment$TracDataColActStepUICfgTracDTOCfgEStatic;Statischer Tracing Kontext (AVO, Auftrag)
1;lbl$ffworkbench$cfgName$TracDataColActStepUICfgTracDTOCfgEDynamic;Dynamischer Tracing Kontext (Werker, Vorarbeiter, Sonstige)
1;lbl$ffworkbench$cfgComment$TracDataColActStepUICfgTracDTOCfgEDynamic;Dynamischer Tracing Kontext (Werker, Vorarbeiter, Sonstige)
1;lbl$ffworkbench$cfgName$TracDataColActStepUICfgTracDTOCfgEReference;Referenzkontext (DMCs, Komponentenboxen)
1;lbl$ffworkbench$cfgComment$TracDataColActStepUICfgTracDTOCfgEReference;Referenzkontext (DMCs, Komponentenboxen)
1;lbl$ffworkbench$cfgName$TracDataColActStepUICfgTracDTOCfgEAttMapping;Liste von Attributen
1;lbl$ffworkbench$cfgName$TracDataColActStepUICfgTracDTOCfgEAttMapTracDTOAttMap;Attribut
1;lbl$ffworkbench$cfgName$TracDataColActStepUICfgTracDTOAttMapValue;Attributewert
1;lbl$ffworkbench$cfgName$TracDataColActStepUICfgTracDTOAttMapRefCtxType;Referenztyp
1;lbl$ffworkbench$cfgName$TracDataColActStepUICfgTracDTOAttMapRefCtxTypeStaticWorkplace;Arbeitsplatz
1;lbl$ffworkbench$cfgComment$TracDataColActStepUICfgTracDTOAttMapRefCtxTypeStaticWorkplace;Arbeitsplatz
1;lbl$ffworkbench$cfgName$TracDataColActStepUICfgTracDTOAttMapRefCtxTypeStaticOperation;AVO
1;lbl$ffworkbench$cfgComment$TracDataColActStepUICfgTracDTOAttMapRefCtxTypeStaticOperation;AVO
1;lbl$ffworkbench$cfgName$TracDataColActStepUICfgTracDTOAttMapRefCtxTypeRefERPComponent;ERP Komponente
1;lbl$ffworkbench$cfgComment$TracDataColActStepUICfgTracDTOAttMapRefCtxTypeRefERPComponent;ERP Komponente
1;lbl$ffworkbench$cfgName$TracDataColActStepUICfgTracDTOAttMapRefCtxTypeRefERPTray;ERP Tray
1;lbl$ffworkbench$cfgComment$TracDataColActStepUICfgTracDTOAttMapRefCtxTypeRefERPTray;ERP Tray
1;lbl$ffworkbench$cfgName$TracDataColActStepUICfgTracDTOAttMapRefCtxTypeRefInternalLink;Internal Link
1;lbl$ffworkbench$cfgComment$TracDataColActStepUICfgTracDTOAttMapRefCtxTypeRefInternalLink;Internal Link
1;lbl$ffworkbench$cfgName$TracDataColActStepUICfgTracDTOAttMapRefCtxTypeRefOwnReference;Own Reference
1;lbl$ffworkbench$cfgComment$TracDataColActStepUICfgTracDTOAttMapRefCtxTypeRefOwnReference;Own Reference
1;lbl$ffworkbench$cfgName$TracDataColActStepUICfgTracDTOAttMapRefCtxTypeDynWorker;Arbeiter
1;lbl$ffworkbench$cfgComment$TracDataColActStepUICfgTracDTOAttMapRefCtxTypeDynWorker;Arbeiter
1;lbl$ffworkbench$cfgName$TracDataColActStepUICfgTracDTOAttMapRefCtxTypeDynForeman;Vorarbeiter
1;lbl$ffworkbench$cfgComment$TracDataColActStepUICfgTracDTOAttMapRefCtxTypeDynForeman;Vorarbeiter
1;lbl$ffworkbench$cfgName$TracDataColActStepUICfgTracDTOAttMapRefCtxTypeDynToolNumber;Werkzeugnummer
1;lbl$ffworkbench$cfgComment$TracDataColActStepUICfgTracDTOAttMapRefCtxTypeDynToolNumber;Werkzeugnummer
1;lbl$ffworkbench$cfgName$TracDataColActStepUICfgTracDTOAttMapProcType;Bearbeitungstyp
1;lbl$ffworkbench$cfgName$TracDataColActStepUICfgTracDTOAttMapProcTypeInsert;Einfügen
1;lbl$ffworkbench$cfgComment$TracDataColActStepUICfgTracDTOAttMapProcTypeInsert;Einfügen
1;lbl$ffworkbench$cfgName$TracDataColActStepUICfgTracDTOAttMapProcTypeDelete;Löschen
1;lbl$ffworkbench$cfgComment$TracDataColActStepUICfgTracDTOAttMapProcTypeDelete;Löschen
1;lbl$ffworkbench$cfgName$TracDataColActStepUICfgTracDTOAttMapProcTypeUpdate;Update
1;lbl$ffworkbench$cfgComment$TracDataColActStepUICfgTracDTOAttMapProcTypeUpdate;Update
1;lbl$ffworkbench$cfgName$TracDataColActStepUICfgTracDTOAttMapIsInput;Ist es eine Input Tracing Komponente  (Alternativ -> Output)
1;lbl$ffworkbench$cfgName$TracDataColActStepUICfgEntityItemCfg;Konfiguration von Zusatzattributen
1;lbl$ffworkbench$cfgName$TracDataColActStepUICfgEntityItemCfgTracEntItemCfg;Zusätzliches Attribut
1;lbl$ffworkbench$cfgName$TracDataColActStepUICfgEntityItemCfgTracEntItemCfgWAnyObject;Zusätzliches Attribut mit beliebigen Objekt
1;lbl$ffworkbench$cfgName$TracDataColActStepUICfgEntityItemCfgTracEntItemCfgWParamMapKey;Zusätzliches Attribut mit Prarameterzuordnung
1;lbl$ffworkbench$cfgName$TracDataColActStepUICfgEntityItemCfgTracEntItemCfgKey;Schlüssel
1;lbl$ffworkbench$cfgName$TracDataColActStepUICfgEntityItemCfgTracEntItemCfgValue;Wert
1;lbl$ffworkbench$cfgName$TracDataColActStepUICfgEntityItemCfgTracEntItemCfgDataType;Datentyp
1;lbl$ffworkbench$cfgName$TracDataColActStepUICfgTracDTOAttMapRefClass;Referenzklassen
1;lbl$ffworkbench$cfgName$TracDataColActStepUICfgTracDTOAttMapRefClassDMC;DMC
1;lbl$ffworkbench$cfgComment$TracDataColActStepUICfgTracDTOAttMapRefClassDMC;DMC
1;lbl$ffworkbench$cfgName$TracDataColActStepUICfgTracDTOAttMapRefClassERPComponent;ERP Komponente
1;lbl$ffworkbench$cfgComment$TracDataColActStepUICfgTracDTOAttMapRefClassERPComponent;ERP Komponente
1;lbl$ffworkbench$cfgName$TracDataColActStepUICfgTracDTOAttMapRefClassWebtouch;Terminal
1;lbl$ffworkbench$cfgComment$TracDataColActStepUICfgTracDTOAttMapRefClassWebtouch;Terminal
1;lbl$ffworkbench$cfgName$TracDataColActStepUICfgTracDTOAttMapRefClassSAPTransportLabel;SAP Transportbelegnummer
1;lbl$ffworkbench$cfgComment$TracDataColActStepUICfgTracDTOAttMapRefClassSAPTransportLabel;SAP Transportbelegnummer
1;lbl$ffworkbench$cfgName$TracDataColActStepUICfgTracDTOAttMapRefClassTransportBoxLabel;Boxnummer
1;lbl$ffworkbench$cfgComment$TracDataColActStepUICfgTracDTOAttMapRefClassTransportBoxLabel;Boxnummer
1;lbl$ffworkbench$cfgName$CheckDomainAttActStepCfgValue;Vergleichswert
1;lbl$ffworkbench$cfgName$CheckDomainAttActStepCfgCheckResultValueForTrue;Rückgabewert OK
1;lbl$ffworkbench$cfgName$CheckDomainAttActStepCfgCheckResultValueForFalse;Rückgabewert NOK
1;lbl$ffworkbench$cfgName$PersonnelSelectActStepUICfgSkipExeOnAssigendPersons;Nicht ausführen sofern Person bereits angemeldet
1;lbl$ffworkbench$cfgName$OperationTextViewerActStepUICfgOperationAttributeSpecification;AVO-Attributspezifikation für Text
1;lbl$ffworkbench$cfgName$WorkplaceSelectActStepUICfgSelectedWorkplaceGrid;Konfiguration der linken Tabelle (Ausgewählte Arbeitsplätze)
1;lbl$ffworkbench$cfgName$WorkplaceSelectActStepUICfgAvailWorkplaceGrid;Konfiguration der rechten Tabelle (Verfügbare Arbeitsplätze)
1;lbl$ffworkbench$cfgName$WorkplaceSelectActStepUICfgSkipIfOnlySingleWp;Automatische Arbeitsplatzwahl bei nur einem Arbeitsplatz
1;lbl$ffworkbench$cfgDocumentation$WorkplaceSelectActStepUICfgSkipIfOnlySingleWp;Arbeitsplatz wird automatisch gewählt, wenn nur ein Arbeitsplatz verfügbar ist. Es wird kein Dialog angezeigt.
1;lbl$ffworkbench$cfgName$WorkplaceSelectActStepUICfgSelectTopWp;Oberster Arbeitsplatz in der Liste auto. selektieren
1;lbl$ffworkbench$cfgName$WorkplaceSelectActStepUICfgShowEmptyList;Leere Liste anzeigen
1;lbl$ffworkbench$cfgName$LogOnOffWpActStepUICfgLoggedOnWpGrid;Konfiguration der linken Tabelle (Angemeldet)
1;lbl$ffworkbench$cfgName$LogOnOffWpActStepUICfgLoggedOffWpGrid;Konfiguration der rechten Tabelle (Nicht angemeldet)
1;lbl$ffworkbench$cfgName$LogOnOffWpActStepUICfgEnableLogOn;Ermöglicht das Anmelden
1;lbl$ffworkbench$cfgName$LogOnOffWpActStepUICfgEnableLogOff;Ermöglicht das Abmelden
1;lbl$ffworkbench$cfgName$OperationAssigActStepUICfgSelectedOpGrid;Konfiguration der obere Tabelle (Ausgewählte AVOs)
1;lbl$ffworkbench$cfgName$OperationAssigActStepUICfgAvailOpGrid;Konfiguration der untere Tabelle (Verfügbare AVOs)
1;lbl$ffworkbench$cfgName$OpClampingStatusActStepCfgStatusCode;Aufspannungs Status
1;lbl$ffworkbench$cfgName$CheckOpAttActStepUICfgAttributeSpecification;Attribut
1;lbl$ffworkbench$cfgName$CheckOpAttActStepUICfgCompareValue;Erwarteter Wert
1;lbl$ffworkbench$cfgName$StrokeCorrectActStepUICfgExecuteIfStrokeCounterIsZero;Ausführen auch wenn der Hubzähler 0 ist
1;lbl$ffworkbench$cfgName$StrokeCorrectActStepUICfgShowLeadingOperationOnly;Nur Führungs-AVO anzeigen
1;lbl$ffworkbench$cfgName$StrokeCorrectActStepUICfgMaximumAllowedStrokes;Maximale Hubanzahl
1;lbl$ffworkbench$cfgName$InspecNotifActStepUICfgDetailArray;Attribute für die Anzeige der Details
1;lbl$ffworkbench$cfgName$InspecNotifActStepUICfgEntray;Attribut Eintrag
1;lbl$ffworkbench$cfgName$InspecNotifActStepUICfgKey;Schlüssel
1;lbl$ffworkbench$cfgName$InspecNotifActStepUICfgValue;Wert
1;lbl$ffworkbench$cfgName$FindNextLeadOpActStepCfgErpStatusRestric;AVOs mit ausgewählten ERP-Status finden
1;lbl$ffworkbench$cfgName$CheckPreOpActStepUICfgValidOperationPhaseCodeList;Liste der notwendigen AVO-Phasen
1;lbl$ffworkbench$cfgName$CheckPreOpActStepUICfgInValidOperationPhaseCodeList;Liste der verbotenen AVO-Phasen
1;lbl$ffworkbench$cfgName$distinguishQtyPerWorkplace;MDE-Menge auf Arbeitsplatz je AVO-Split verbuchen
1;lbl$ffworkbench$cfgDocumentation$distinguishQtyPerWorkplace;Sofern AVO-Splits vorhanden sind, wird deren jeweilige MDE-Menge auch auf die zugehörigen Arbeitsplätze verbucht. Oder Verbuchung aller Mengen auf den Arbeitsplatz der dem ersten AVO zugehörig ist, ueblicherweise der Fuürungs-AVO.
1;lbl$ffworkbench$cfgName$OpQtyBookCheckActStepCfgYieldQuantities;Gutmengen
1;lbl$ffworkbench$cfgName$OpQtyBookCheckActStepCfgPositiveCheckResultValue;Ergebniswert bei einer positiven Prüfung
1;lbl$ffworkbench$cfgName$OpQtyBookCheckActStepCfgNegativeCheckResultValue;Ergebniswert bei einer negativen Prüfung
1;lbl$ffworkbench$cfgName$considerOnlyOperationSplitsOfTerminalAssignedWorkplaces;Nur AVOs/Splits am betreffenden Terminal berücksichtigen
1;lbl$ffworkbench$cfgDocumentation$considerOnlyOperationSplitsOfTerminalAssignedWorkplaces;Es werden nur die AVO/Splits berücksichtigt, die auf einem Arbeitsplatz dieses Terminals laufen bzw. zugewiesen sind. AVO/Splits auf Arbeitsplätzen die anderen Terminals zugewiesen sind werden ignoriert.
1;lbl$ffworkbench$cfgName$qtyCorrectionMode;Mengen-Korrekturmodus
1;lbl$ffworkbench$cfgName$qtyCorrectionModeConstantTotalQty;Konstante Gesamtmenge
1;lbl$ffworkbench$cfgComment$qtyCorrectionModeConstantTotalQty;Ändern nur von Ausschuss und Nacharbeit
1;lbl$ffworkbench$cfgName$qtyCorrectionModeChangeTotalQty;Änderbare Gesamtmenge
1;lbl$ffworkbench$cfgComment$qtyCorrectionModeChangeTotalQty;Ändern jeder Menge
1;lbl$ffworkbench$cfgName$CompareDomainNumericAttributeActStepConfigLeftSum;Attribute für Summe links Seite
1;lbl$ffworkbench$cfgName$CompareDomainNumericAttributeActStepConfigRightSum;Attribute für Summe rechte Seite
1;lbl$ffworkbench$cfgName$CompareDomainNumericAttributeActStepConfigOperator;Vergleichsoperator
1;lbl$ffworkbench$cfgName$OPERATION-PKEY_AS_CompareDomainNumericAttribute_DomainObject;Domain Objekt
1;lbl$ffworkbench$cfgName$barcodeScanningInputPattern;Eingabemuster gültiger Barcode Scans
1;lbl$ffworkbench$cfgDocumentation$barcodeScanningInputPattern;Regulärer Ausdruck zur Definition einer als gültig erkannten Barcode Eingabe. Sofern leer, wird jede Eingabe als gültig anerkannt.
1;lbl$ffworkbench$cfgName$OPERATION-PKEY_AS_OpQtyOverdeliverCheck_Op;AVO (AVO)
1;lbl$ffworkbench$cfgName$UNKNOWN-PKEY_AS_OpQtyOverdeliverCheck_CheckResult;Prüfausdruck (UNKNOWN)
1;lbl$ffworkbench$cfgName$OpQtyOverdelCheckActStepCfgCheckResultValueOverdelivered;Ergebniswert bei Überlieferung
1;lbl$ffworkbench$cfgName$OpQtyOverdelCheckActStepCfgCheckResultValueNotOverdelivered;Ergebniswert sofern keine Überlieferung
1;lbl$ffworkbench$cfgName$OpQtyOverdelCheckActStepCfgConsiderTempQty;MDE-Menge (temp. Menge) berücksichtigen
1;lbl$ffworkbench$cfgDocumentation$OpQtyOverdelCheckActStepCfgConsiderTempQty;Die noch nicht verbuchte Menge (MDE-Menge oder temp. Menge) neben der bereits verbuchten Gutmenge berücksichtigen.
1;lbl$ffworkbench$cfgDocumentation$hasToExecute;Erwarteter Wert zum Parameterschlüssel "Ausführungsbedingung", um den Schritt bedingt auszuführen. Stimmt dieser Wert mit dem aktuellen überein, wird der Schritt ausgeführt. Ist kein Erwartungswert vorhanden wird der Schritt ausgeführt.
1;lbl$ffworkbench$cfgDocumentation$validatorOperator;Logische Verknüpfung aller ggf. vorhandenen Ausführungsbedingungen und des ggf. vorhandenen regulären Vergleichswerts des Schrittes.
1;lbl$ffworkbench$cfgName$UNKNOWN-PKEY_hasToExecute2;Ausführungsbedingung 2 (UNKNOWN)
1;lbl$ffworkbench$cfgName$UNKNOWN-PKEY_hasToExecute3;Ausführungsbedingung 3 (UNKNOWN)
1;lbl$ffworkbench$cfgName$UNKNOWN-PKEY_checkresult2;Prüfausdruck 2 (UNKNOWN)
1;lbl$ffworkbench$cfgName$UNKNOWN-PKEY_checkresult3;Prüfausdruck 3 (UNKNOWN)
1;lbl$ffworkbench$cfgDocumentation$hasToExVParaMapValVHastToExcecuteIfValNotExist;Schritt dennoch ausführen, obwohl der Parameterschlüssel der Ausführungsbedingung selbst oder kein Wert dahinter vorhanden ist.
1;lbl$ffworkbench$cfgName$UNKNOWN-PKEY_checkresult4;Prüfausdruck 4 (UNKNOWN)
1;lbl$ffworkbench$cfgName$UNKNOWN-PKEY_checkresult5;Prüfausdruck 5 (UNKNOWN)
1;lbl$ffworkbench$cfgName$EVERY-PKEY_AS_CheckDomainAttributeDomainObject;Domain-Object (EVERY)
1;lbl$ffworkbench$cfgName$sendCommandToExternal;Senden von Kommandos
1;lbl$ffworkbench$cfgName$sendCommandToExternalTimeoutDurations;Timeout-Zeiten
1;lbl$ffworkbench$cfgName$sendCommandToExternalOpStartTimeout;Timeout bei OpStart-Kommando
1;lbl$ffworkbench$cfgName$sendCommandToExternalOpStopTimeout;Timeout bei OpStop-Kommando
1;lbl$ffworkbench$cfgName$sendCommandToExternalCancelTimeout;Timeout bei Cancel-Kommando
1;lbl$ffworkbench$cfgName$sendCommandToExternalNextPartTimeout;Timeout bei NextPart-Kommando
1;lbl$ffworkbench$cfgName$sendCommandToExternalTakeFocusTimeout;Timeout bei TakeFocus-Kommando
1;lbl$ffworkbench$cfgName$sendCommandToExternalBoxEmptyTimeout;Timeout bei BoxEmpty-Kommando
1;lbl$ffworkbench$cfgName$sendCommandToExternalQtyReachedTimeout;Timeout bei QtyReached-Kommando
1;lbl$ffworkbench$cfgStructureNode$ffConfigurationModulesFFWorkerSendCommandToExternal;Senden von Kommandos
1;lbl$ffworkbench$cfgName$AttributeCriterionsAttributeLikeExpression;Like Ausdruck
1;lbl$ffworkbench$cfgComment$AttributeCriterionsAttributeLikeExpression;Prüfen, ob Suchmuster in Wert enthalten
1;lbl$ffworkbench$cfgName$AttributeCriterionsAttributeInExpression;In Ausdruck
1;lbl$ffworkbench$cfgComment$AttributeCriterionsAttributeInExpression;Prüfen, ob Wert enthalten ist
1;lbl$ffworkbench$cfgName$AttributeCriterionsAttributeNotInExpression;Not In Ausdruck
1;lbl$ffworkbench$cfgComment$AttributeCriterionsAttributeNotInExpression;Prüfen, ob Wert nicht enthalten ist
1;lbl$ffworkbench$cfgName$AttributeCriterionsAttributeLogicalExpression;Logischer Ausdruck
1;lbl$ffworkbench$cfgComment$AttributeCriterionsAttributeLogicalExpression;Verknüpfung von zwei Ausdrücken mithilfe eines logischen Operators
1;lbl$ffworkbench$cfgName$AttributeCriterionsAttributeNotExpression;Not Ausdruck
1;lbl$ffworkbench$cfgComment$AttributeCriterionsAttributeNotExpression;Ausdruck wird negiert
1;lbl$ffworkbench$cfgName$AttributeCriterionsAttributeSimpleExpression;Einfacher Ausdruck mit Konstante
1;lbl$ffworkbench$cfgComment$AttributeCriterionsAttributeSimpleExpression;Prüfung eines Werts gegen Konstante mithilfe eines logischen Operators
1;lbl$ffworkbench$cfgName$AttributeCriterionsAttributeDoubleExpression;Einfacher Ausdruck mit Werten
1;lbl$ffworkbench$cfgComment$AttributeCriterionsAttributeDoubleExpression;Prüfung zweier Werte gegeneinander mithilfe eines logischen Operators
1;lbl$ffworkbench$cfgName$AttributeCriterionsmAttributeSpecification;Wertename
1;lbl$ffworkbench$cfgName$AttributeCriterionsmLeftAttributeSpecification;Wertename
1;lbl$ffworkbench$cfgName$AttributeCriterionsmRightAttributeSpecification;Wertename
1;lbl$ffworkbench$cfgName$AttributeCriterionsmValue;Wert
1;lbl$ffworkbench$cfgName$AttributeCriterionsmValues;Werte
1;lbl$ffworkbench$cfgName$AttributeCriterionsmOperator;Logischer Operator
1;lbl$ffworkbench$cfgName$AttributeCriterionsmLHC;Linker Ausdruck
1;lbl$ffworkbench$cfgName$AttributeCriterionsmRHC;Rechter Ausdruck
1;lbl$ffworkbench$cfgName$AttributeCriterionsmCriterion;Negierter Ausdruck
1;lbl$ffworkbench$cfgName$AttributeCriterionsOperatorand;UND-Verknüpfung
1;lbl$ffworkbench$cfgComment$AttributeCriterionsOperatorand;UND-Verknüpfung (and)
1;lbl$ffworkbench$cfgName$AttributeCriterionsOperatoror;ODER-Verknüpfung
1;lbl$ffworkbench$cfgComment$AttributeCriterionsOperatoror;ODER-Verknüpfung (or)
1;lbl$ffworkbench$cfgName$AttributeCriterionsOperatorEquals;Gleich
1;lbl$ffworkbench$cfgComment$AttributeCriterionsOperatorEquals;Gleich (=)
1;lbl$ffworkbench$cfgName$AttributeCriterionsOperatorNotEquals;Ungleich
1;lbl$ffworkbench$cfgComment$AttributeCriterionsOperatorNotEquals;Ungleich (!=)
1;lbl$ffworkbench$cfgName$AttributeCriterionsOperatorLessThan;Kleiner
1;lbl$ffworkbench$cfgComment$AttributeCriterionsOperatorLessThan;Kleiner (<)
1;lbl$ffworkbench$cfgName$AttributeCriterionsOperatorLessThanOrEqual;Kleiner gleich
1;lbl$ffworkbench$cfgComment$AttributeCriterionsOperatorLessThanOrEqual;Kleiner gleich (<=)
1;lbl$ffworkbench$cfgName$AttributeCriterionsOperatorGreaterThan;Größer
1;lbl$ffworkbench$cfgComment$AttributeCriterionsOperatorGreaterThan;Größer (>)
1;lbl$ffworkbench$cfgName$AttributeCriterionsOperatorGreaterThanOrEqual;Größer gleich
1;lbl$ffworkbench$cfgComment$AttributeCriterionsOperatorGreaterThanOrEqual;Größer gleich (>=)
1;lbl$ffworkbench$cfgName$mAdditionalCriterions;1. Filterung SQL-Filterkriterien
1;lbl$ffworkbench$cfgDocumentation$mAdditionalCriterions;1. Filterung SQL-Filterkriterien
1;lbl$ffworkbench$cfgName$mAttributeCriterions;2. Filterung Attribute-Filterkriterien
1;lbl$ffworkbench$cfgDocumentation$mAttributeCriterions;2. Filterung Attribute-Filterkriterien
1;lbl$ffworkbench$cfgName$quantityFormatPatternValue;Wert
1;lbl$ffworkbench$cfgComment$quantityFormatPatternValue;Wert
1;lbl$ffworkbench$cfgName$quantityFormatPatternValueUnit;Wert mit Einheit
1;lbl$ffworkbench$cfgComment$quantityFormatPatternValueUnit;Wert mit Einheit
1;lbl$ffworkbench$cfgName$SendCommandToExternalActStepCfgUsePersonVerificationNumber;Verwende Personal-Ausweisnummer anstatt Personalnummer für Eintrag in Kommandotabelle
1;lbl$ffworkbench$cfgName$OPERATION-PKEY_AS_PersOperationStatOperationId;AVO (AVO)
1;lbl$ffworkbench$cfgName$PERSON-PKEY_AS_PersOperationStatPersonId;Person (PERS)
1;lbl$ffworkbench$cfgName$OPERATION-PKEY_AS_PersOperationOnlyStatOperationId;AVO (AVO)
1;lbl$ffworkbench$cfgName$PERSON-PKEY_AS_PersOperationOnlyStatPersonId;Person (PERS)
1;lbl$ffworkbench$cfgName$CheckPersonAssignedOpOnlyActStepCfgCheckResultTrue;Rückgabewert OK
1;lbl$ffworkbench$cfgName$CheckPersonAssignedOpOnlyActStepCfgCheckResultFalse;Rückgabewert NOK
1;lbl$ffworkbench$cfgName$FindPersonAssignedOperationActStepCfgCheckForLastPerson;Sucht alle AVOs oder nur die AVOs bei denen die Person die letzte angemeldete ist.
1;lbl$ffworkbench$cfgComment$FindPersonAssignedOperationActStepCfgCheckForLastPerson;AVO-Suchmodus: Aktiviert: Alle AVOs auf denen die Person die letzte angemeldet ist. Deaktiviert: Alle AVOs auf der die Person angemeldet ist.
1;lbl$ffworkbench$cfgName$OPERATION-PKEY_AS_FindPersAssignedOpOperationIds;AVOs (AVO)
1;lbl$ffworkbench$cfgName$PERSON-PKEY_AS_FindPersAssignedOpPersonId;Person (PERS)
1;lbl$ffworkbench$cfgName$OPERATION-PKEY_AS_CheckPersonAssignedOp_OperationId;AVO (AVO)
1;lbl$ffworkbench$cfgName$PERSON-PKEY_AS_CheckPersonAssignedOp_PersonId;Person (PERS)
1;lbl$ffworkbench$cfgName$CheckPersonAssignedOpActStepCfgmCheckResultValueForErr;Rückgabewert im Fehlerfall
1;lbl$ffworkbench$cfgName$PERSON-PKEY_AS_ShowPersonOp_PersonId;Person (PERS)
1;lbl$ffworkbench$cfgName$WORKPLACE-PKEY_AS_PersOperationStatWorkplaceId;Arbeitsplatz (APL)
1;lbl$ffworkbench$cfgName$SAPUploadERPKeySystemId;System Id
1;lbl$ffworkbench$cfgDocumentation$SAPUploadERPKeySystemId;ERP Identifizierung der System Id
1;lbl$ffworkbench$cfgName$orderStripStart;Führende Zeichen der Auftragsnummer entfernen
1;lbl$ffworkbench$cfgName$WORKPLACE-PKEY_AS_DisassignComponentBoxWorkplaceId;Arbeitsplatz (APL)
1;lbl$ffworkbench$cfgName$OPERATION-PKEY_AS_DisassignComponentBoxOperationsId;AVO (AVO)
1;lbl$ffworkbench$cfgName$EVERY-PKEY_AS_DisassignComponentBoxComponentBoxNumber;Komponentenboxnummer (Every)
